beach_id,beach_name,state,county,reasons,indicators,sources,no_of_beach_actions,no_of_days_under_action,closure,rain_advisory,contamination_advisory
ME315104,GOODIES BEACH,ME,KNOX,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION","UNKNOWN, STORM",3,6,0,2,1
ME316342,MITCHELL FIELD BEACH,ME,CUMBERLAND,RAINFALL,PREEMPTORY ACTION,STORM,1,1,0,1,0
ME345424,GOOSE ROCKS,ME,YORK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",11,33,0,2,9
ME386772,LINCOLNVILLE BEACH,ME,WALDO,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,5,25,0,0,5
ME394456,LITTLE BEACH,ME,YORK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,6,0,0,2
ME399101,KETTLE COVE BEACH,ME,CUMBERLAND,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",2,2,0,1,1
ME417497,OOB - CENTRAL,ME,YORK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
ME438327,BROAD COVE RESERVE,ME,CUMBERLAND,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",8,13,0,6,2
ME461196,FORT FOSTER - HORN POINT,ME,YORK,RAINFALL,PREEMPTORY ACTION,STORM,2,2,0,2,0
ME470693,LONG SANDS BEACH - NORTH,ME,YORK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",2,3,0,1,1
ME548712,MOTHERS BEACH,ME,YORK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,3,5,0,0,3
ME641636,POPHAM - WEST BEACH-MORSE RIVER,ME,SAGADAHOC,RAINFALL,PREEMPTORY ACTION,STORM,1,1,0,1,0
ME673256,LONG SANDS BEACH - SOUTH,ME,YORK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",2,3,0,1,1
ME704305,COLONY BEACH,ME,YORK,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",7,12,0,3,4
ME712895,EAST END BEACH,ME,CUMBERLAND,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION","UNKNOWN, STORM",5,9,1,3,1
ME713616,OOB - OCEAN PARK,ME,YORK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,3,0,0,1
ME758563,LAUDHOLM BEACH,ME,YORK,"ELEVATED BACTERIA, RAINFALL","ENTEROCOCCI, PREEMPTORY ACTION","UNKNOWN, STORM",2,9,0,1,1
ME794778,RIVERSIDE (OGUNQUIT),ME,YORK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,3,11,0,0,3
ME844549,WELLS HARBOR,ME,YORK,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,3,0,0,1
ME875929,WILLARD BEACH,ME,CUMBERLAND,"RAINFALL, ELEVATED BACTERIA","PREEMPTORY ACTION, ENTEROCOCCI","STORM, UNKNOWN",13,19,0,9,4
ME946741,SEA POINT BEACH,ME,YORK,RAINFALL,PREEMPTORY ACTION,STORM,2,2,0,2,0
MI000290,Bay City State Recreation Area,MI,BAY,ELEVATED BACTERIA,ECOLI,UNKNOWN,4,11,4,0,0
MI000308,P.J. Hoffmaster State Park - Public Beach Area,MI,MUSKEGON,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,3,2,0,0
MI000309,Traverse City State Park,MI,GRAND TRAVERSE,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
MI000313,Fisherman's Island State Park,MI,CHARLEVOIX,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
MI000321,Cross Village Beach,MI,EMMET,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,5,1,0,0
MI000322,Belle Isle Beach,MI,WAYNE,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,13,2,0,0
MI000329,Elk Rapids,MI,ANTRIM,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
MI000332,Escanaba Bathing Beach,MI,DELTA,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,3,2,0,0
MI000344,Pier Park,MI,WAYNE,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,2,0,0,1
MI000360,Brissette Beach Township Park,MI,BAY,ELEVATED BACTERIA,ECOLI,UNKNOWN,4,8,4,0,0
MI000361,South Linwood Beach Township Park,MI,BAY,ELEVATED BACTERIA,ECOLI,UNKNOWN,5,17,5,0,0
MI000363,Luna Pier City Beach,MI,MONROE,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,9,0,0,3
MI000365,Wilderness State Park,MI,EMMET,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
MI000373,Chrysler Park Beach,MI,ST. CLAIR,"ELEVATED BACTERIA, RAINFALL",ECOLI,"UNKNOWN, STORM",3,4,3,0,0
MI000379,Sterling State Park,MI,MONROE,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,2,0,0,2
MI000385,Pere Marquette Park,MI,MUSKEGON,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
MI000407,Lakeside Beach,MI,ST. CLAIR,RAINFALL,ECOLI,STORM,1,1,1,0,0
MI000408,Holland Road Beach,MI,ST. CLAIR,"RAINFALL, ELEVATED BACTERIA",ECOLI,"STORM, UNKNOWN, RUNOFF",5,6,5,0,0
MI000409,Conger-Lighthouse Beach,MI,ST. CLAIR,RAINFALL,ECOLI,STORM,2,3,2,0,0
MI000416,Kiwanis Beach,MI,MACKINAC,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,4,2,0,0
MI000439,Bryant Park Beach,MI,GRAND TRAVERSE,ELEVATED BACTERIA,ECOLI,STORM,1,1,0,0,1
MI000441,West End Beach,MI,GRAND TRAVERSE,ELEVATED BACTERIA,ECOLI,STORM,1,1,0,0,1
MI000452,Bird Creek County Park,MI,HURON,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,5,3,0,0
MI000455,Caseville County Park,MI,HURON,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,3,3,0,0
MI000458,Jenks County Park,MI,HURON,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,2,1,0,0
MI000460,Oak Beach County Park,MI,HURON,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,1,0,0
MI000463,Port Crescent State Park - Day Use,MI,HURON,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,1,0,0
MI000464,Sleeper State Park,MI,HURON,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,1,0,0
MI000465,Wagener County Park,MI,HURON,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,1,0,0
MI000545,H.C.M.A. - Lake St. Clair Metropark Beach,MI,MACOMB,ELEVATED BACTERIA,ECOLI,UNKNOWN,7,40,7,0,0
MI000560,New Baltimore Park Beach,MI,MACOMB,ELEVATED BACTERIA,ECOLI,UNKNOWN,4,7,4,0,0
MI000579,St. Clair Shores Memorial Park Beach,MI,MACOMB,ELEVATED BACTERIA,ECOLI,UNKNOWN,10,122,10,0,0
MI001081,Lions Park,MI,BERRIEN,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,2,0,0,2
MI001085,Michiana Village,MI,BERRIEN,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
MI001095,Senior Center,MI,GRAND TRAVERSE,ELEVATED BACTERIA,ECOLI,STORM,2,2,0,0,2
MI001099,Northport Bay Marina,MI,LEELANAU,ELEVATED BACTERIA,ECOLI,"STORM, UNKNOWN",3,4,0,0,3
MI001148,Oval Beach,MI,ALLEGAN,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
MI001150,Pier Cove Beach,MI,ALLEGAN,ELEVATED BACTERIA,ECOLI,STORM,1,1,0,0,1
MI001157,Bessinger Road Beach,MI,ARENAC,ELEVATED BACTERIA,ECOLI,STORM,1,8,0,0,1
MI001159,Foster Road Beach,MI,ARENAC,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,15,0,0,2
MI001162,Singing Bridge Beach,MI,ARENAC,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,51,0,0,3
MI001164,Whites Beach,MI,ARENAC,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,20,0,0,2
MI001165,Dyer Road Beach,MI,ARENAC,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,9,0,0,1
MI001265,Four Mile Beach,MI,CHIPPEWA,RAINFALL,ECOLI,SANITARY SEWER OVERFLOW,1,4,0,0,1
MI001267,Sugar Island Township Park,MI,CHIPPEWA,RAINFALL,ECOLI,STORM,1,4,0,0,1
MI001268,Sherman Park,MI,CHIPPEWA,RAINFALL,ECOLI,STORM,1,7,0,0,1
MI001302,Lexington County Park,MI,SANILAC,ELEVATED BACTERIA,ECOLI,STORM,1,2,1,0,0
MI001303,Lexington Beach,MI,SANILAC,ELEVATED BACTERIA,ECOLI,"STORM, UNKNOWN",2,2,2,0,0
MI001304,Port Sanilac Park,MI,SANILAC,ELEVATED BACTERIA,ECOLI,STORM,2,5,2,0,0
MI001307,Forestville Beach,MI,SANILAC,ELEVATED BACTERIA,ECOLI,"STORM, UNKNOWN",2,4,2,0,0
MI001368,Warren Dunes Beach,MI,BERRIEN,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,2,0,0,2
MI001382,Keewadhin Road Beach,MI,ST. CLAIR,RAINFALL,ECOLI,STORM,2,3,2,0,0
MI001411,Houghton City Beach,MI,HOUGHTON,ELEVATED BACTERIA,ECOLI,STORM,1,5,1,0,0
MI001412,Hancock City Beach,MI,HOUGHTON,ELEVATED BACTERIA,ECOLI,STORM,2,15,1,0,1
MI001475,Lake Linden Campground Beach,MI,HOUGHTON,OTHER,ECOLI,OTHER,1,6,0,0,1
MI001481,Sandy Bottom Beach/ Dollar Bay,MI,HOUGHTON,ELEVATED BACTERIA,ECOLI,"STORM, UNKNOWN",2,12,1,0,1
MI001482,Eagle Harbor Beach,MI,KEWEENAW,ELEVATED BACTERIA,ECOLI,STORM,1,1,1,0,0
MI001483,Chassell Beach,MI,HOUGHTON,ELEVATED BACTERIA,ECOLI,"UNKNOWN, STORM",2,6,0,0,2
MI001484,McLain State Park Beach,MI,HOUGHTON,ELEVATED BACTERIA,ECOLI,STORM,2,18,2,0,0
MI001485,Wenona Beach,MI,BAY,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,19,1,0,0
MI001497,Thompson Park,MI,HURON,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,3,2,0,0
MI001501,Fort Wilkins State Park,MI,KEWEENAW,ELEVATED BACTERIA,ECOLI,STORM,1,1,1,0,0
MI001502,L'Anse Waterfront Park,MI,BARAGA,ELEVATED BACTERIA,ECOLI,"STORM, UNKNOWN",3,10,1,0,2
MI001503,Little Girls Point Park,MI,GOGEBIC,ELEVATED BACTERIA,ECOLI,STORM,1,11,1,0,0
MI001504,Agate Beach,MI,HOUGHTON,ELEVATED BACTERIA,ECOLI,STORM,2,12,2,0,0
MI001544,Ontonagon Township Park and Campground,MI,ONTONAGON,ELEVATED BACTERIA,ECOLI,"STORM, UNKNOWN",3,15,1,0,2
MI001547,Porcupine Mountains State Park- Union Bay,MI,ONTONAGON,ELEVATED BACTERIA,ECOLI,STORM,2,2,1,0,1
MI001549,Bronson/Kruse Park,MI,MUSKEGON,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
MI001550,Bete de Gris Beach,MI,KEWEENAW,ELEVATED BACTERIA,ECOLI,STORM,1,1,1,0,0
MI001551,Arenac County Park,MI,ARENAC,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,2,0,0,1
MI001786,Sunset Park,MI,GRAND TRAVERSE,ELEVATED BACTERIA,ECOLI,STORM,4,31,0,0,4
MI001799,Bayside Acme Township Park,MI,GRAND TRAVERSE,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,3,0,0,2
MI001810,Suttons Bay Marina Park & Beach,MI,LEELANAU,ELEVATED BACTERIA,ECOLI,WILDLIFE,2,2,0,0,2
MI331336,Rogers Park-MDOT,MI,SCHOOLCRAFT,"RAINFALL, ELEVATED BACTERIA",ECOLI,"STORM, OTHER",3,10,1,0,2
MI445464,Veterans Memorial Park,MI,ANTRIM,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,2,0,0,2
MI685914,Public Shoreline Beach-Big Traverse Bay,MI,KEWEENAW,ELEVATED BACTERIA,ECOLI,STORM,1,2,0,0,1
MI690224,Eagle River Beach,MI,KEWEENAW,ELEVATED BACTERIA,ECOLI,STORM,1,1,1,0,0
MI816246,Great Sands Bay Beach,MI,KEWEENAW,ELEVATED BACTERIA,ECOLI,STORM,1,3,1,0,0
MI819055,Fort Gratiot County Park,MI,ST. CLAIR,RAINFALL,ECOLI,STORM,1,2,1,0,0
MI821289,East Jordan Tourist Park,MI,CHARLEVOIX,ELEVATED BACTERIA,ECOLI,UNKNOWN,5,6,0,0,5
MI860922,Public Shoreline Beach-Thompson,MI,SCHOOLCRAFT,RAINFALL,ECOLI,STORM,1,1,0,0,1
MI870458,Calumet Waterworks Beach,MI,HOUGHTON,ELEVATED BACTERIA,ECOLI,"STORM, UNKNOWN",2,9,1,0,1
MI925690,Public Shoreline Beach-Misery Bay,MI,ONTONAGON,ELEVATED BACTERIA,ECOLI,STORM,3,26,3,0,0
MN114134,Lakewalk Beach,MN,ST. LOUIS,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,12,0,0,3
MN201863,Clyde Avenue Boat Landing Beach,MN,ST. LOUIS,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,8,0,0,3
MN225526,Grand Marais Campground Beach,MN,COOK,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,3,0,0,1
MN324141,Park Point Sky Harbor Parking Lot Beac,MN,ST. LOUIS,ELEVATED BACTERIA,ECOLI,UNKNOWN,7,37,0,0,7
MN327487,Flood Bay Beach,MN,LAKE,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,3,0,0,1
MN344366,Grand Marais Downtown Beach,MN,COOK,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,6,0,0,3
MN346355,Park Point Beach House,MN,ST. LOUIS,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
MN372694,French River Beach,MN,ST. LOUIS,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,4,0,0,2
MN395249,Gooseberry Falls State Park Beach,MN,LAKE,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,2,0,0,1
MN407103,Agate Bay Beach,MN,LAKE,"MODEL, ELEVATED BACTERIA","PREEMPTORY ACTION, ECOLI",UNKNOWN,3,19,0,0,3
MN409498,Knife River Marina Beach,MN,LAKE,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,3,0,0,2
MN452693,Lakewalk East / 16th Avenue East Beach,MN,ST. LOUIS,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,2,0,0,1
MN503625,Twin Points Public Access Beach,MN,LAKE,ELEVATED BACTERIA,ECOLI,UNKNOWN,3,9,0,0,3
MN524952,Minnesota Point Harbor Side / 15th Street Beach,MN,ST. LOUIS,"ELEVATED BACTERIA, MODEL","ECOLI, PREEMPTORY ACTION","UNKNOWN, STORM",11,114,0,0,11
MN570174,42nd Avenue East Beach,MN,ST. LOUIS,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,1,0,0,1
MN603895,Burlington Bay Beach,MN,LAKE,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,8,0,0,2
MN718175,Boy Scout Landing Beach,MN,ST. LOUIS,"ELEVATED BACTERIA, MODEL","ECOLI, PREEMPTORY ACTION","UNKNOWN, STORM",4,28,0,0,4
MN761071,Leif Erikson Park Beach,MN,ST. LOUIS,"MODEL, ELEVATED BACTERIA","PREEMPTORY ACTION, ECOLI",UNKNOWN,4,8,0,0,4
MN802797,Park Point Franklin Park / 13th Street South Beach,MN,ST. LOUIS,ELEVATED BACTERIA,ECOLI,UNKNOWN,1,2,0,0,1
MN891405,Bluebird Landing Beach,MN,ST. LOUIS,ELEVATED BACTERIA,ECOLI,UNKNOWN,2,3,0,0,2
MN918956,Brighton Beach,MN,ST. LOUIS,"MODEL, ELEVATED BACTERIA","PREEMPTORY ACTION, ECOLI",UNKNOWN,5,15,0,0,5
MS091756,Pascagoula Beach West,MS,JACKSON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","STORM, OTHER",6,62,1,0,5
MS183900,Pass Christian West Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM",11,117,1,0,10
MS268175,Pass Christian Central Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM",6,44,1,0,5
MS315015,Gulfport West Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM, UNKNOWN",7,62,1,0,6
MS334678,Front Beach,MS,JACKSON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM",8,85,1,0,7
MS335067,Biloxi East Beach,MS,HARRISON,POLICY,PREEMPTORY ACTION,OTHER,1,9,1,0,0
MS356172,Bay St. Louis Beach,MS,HANCOCK,"ELEVATED BACTERIA, SEWAGE, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","STORM, SANITARY SEWER OVERFLOW, OTHER, UNKNOWN",7,51,2,0,5
MS409670,Pass Christian East Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM",6,77,1,0,5
MS424283,Edgewater Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM",8,71,1,0,7
MS444095,Biloxi Porter Avenue Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM",7,50,1,0,6
MS447804,Lakeshore,MS,HANCOCK,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","UNKNOWN, STORM, OTHER",4,62,1,0,3
MS464589,Shearwater Beach,MS,JACKSON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM, UNKNOWN",9,118,1,0,8
MS501920,Gulfport East Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","STORM, UNKNOWN, OTHER",12,152,1,0,11
MS589107,Biloxi West Central Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","STORM, OTHER",7,107,1,0,6
MS594393,Waveland Beach,MS,HANCOCK,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM",4,25,1,0,3
MS665298,East Courthouse Road,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, UNKNOWN, STORM",10,100,1,0,9
MS743032,Pascagoula Beach East,MS,JACKSON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM",5,77,1,0,4
MS837600,Gulfport Harbor Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM, UNKNOWN",11,107,1,0,10
MS951039,Long Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM",11,92,1,0,10
MS984335,Gulfport Central Beach,MS,HARRISON,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","OTHER, STORM, UNKNOWN",12,157,1,0,11
MS999656,Buccaneer State Park Beach,MS,HANCOCK,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","STORM, OTHER",2,9,1,0,1
NC101248,Radio Island Public Beach Access,NC,CARTERET,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
NC155524,Public Beach S side of Dawson Crk Bridge,NC,PAMLICO,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, UNKNOWN",3,6,0,0,3
NC172504,NC Maritime Museum Sailing Camp on Taylors Creek,NC,CARTERET,ELEVATED BACTERIA,ENTEROCOCCI,STORM,4,50,0,0,4
NC174377,Public beach access 200 yards NW of mile marker 12.5,NC,DARE,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,7,0,0,1
NC174861,"Dawson Crk., 500 yds N of bridge",NC,PAMLICO,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, UNKNOWN",2,5,0,0,2
NC194415,Public beach access 380 yards SE of Conch St.,NC,DARE,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,7,0,0,1
NC196750,Bath House at Ocean Bay Blvd,NC,DARE,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,13,0,0,1
NC442154,Pamlico River- Ragged Point Swim Area,NC,BEAUFORT,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,8,0,0,1
NC444349,Adams Creek off Silver Dollar Rd,NC,CARTERET,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, WILDLIFE",1,1,0,0,1
NC467377,Public Access #S-1 at end of Shore Line Dr. (soundside stati,NC,PENDER,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,16,0,0,2
NC475791,Public beach access adjacent to The Islander,NC,CARTERET,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
NC482470,SE of Austin Pt- Pamlico River,NC,BEAUFORT,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,1,0,0,1
NC483929,Sound access at the intersection of E. Main St. and Tooley S,NC,BEAUFORT,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, UNKNOWN",3,91,0,0,3
NC635491,Pamlico River- Junction of Upper Goose Creek and Dinah's Lan,NC,BEAUFORT,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,1,0,0,1
NC659798,Vandemere Creek- just N of Windmill Pt.,NC,PAMLICO,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,1,0,0,1
NC845140,Public beach access at E. Blackman Street,NC,DARE,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,20,0,0,1
NC854048,Near mouth of Gatlin Crk,NC,PAMLICO,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, UNKNOWN",2,5,0,0,2
NC888506,Nags Head Bath House at Mile Post 15,NC,DARE,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,7,0,0,1
NC899473,Acc. NTB 41 between Ship Watch & St. Regis,NC,ONSLOW,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,16,0,0,1
NC951761,North River- at Hwy 70 bridge,NC,CARTERET,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
NC952532,Colington Harbour Swimming Beach,NC,DARE,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,13,0,0,1
NC952661,Public Access Near Fawn Drive in Emerald Isle,NC,CARTERET,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
NC981058,Jockey's Ridge Soundside Access,NC,DARE,ELEVATED BACTERIA,ENTEROCOCCI,"STORM, UNKNOWN",2,47,0,0,2
NH002047,SEABROOK HARBOR BEACH,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
NH020071,BASS BEACH,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,4,0,0,1
NH020072,FOSS BEACH,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
NH020073,NORTHSIDE PARK,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
NH024533,WALLIS SANDS STATE PARK,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
NH162567,JENNESS BEACH AT CABLE ROAD,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,4,0,0,1
NH356646,NORTH HAMPTON STATE BEACH,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,5,14,0,0,5
NH449191,NEW CASTLE TOWN BEACH,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,4,9,0,0,4
NH700723,WALLIS SANDS BEACH AT WALLIS ROAD,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,7,0,0,2
NH804394,NORTH BEACH,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,2,0,0,1
NH880010,SAWYER BEACH,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
NH947494,HAMPTON HARBOR BEACH,NH,ROCKINGHAM,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,9,0,0,1
NJ010005,Brigantine City at 26th St,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,2,1,0,1
NJ010050,Somers Point City at New Jersey Ave,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,4,4,1,0,3
NJ011015,Atlantic City at Pennsylvania,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,2,1,0,1
NJ011017,Atlantic City at Chelsea,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,RUNOFF,1,1,0,0,1
NJ011070,Atlantic City at Kentucky,NJ,ATLANTIC,RAINFALL,ENTEROCOCCI,STORM,1,1,0,0,1
NJ011074,Atlantic City at Illinois,NJ,ATLANTIC,RAINFALL,ENTEROCOCCI,STORM,1,1,0,0,1
NJ011075,Atlantic City at Missouri,NJ,ATLANTIC,"RAINFALL, ELEVATED BACTERIA",ENTEROCOCCI,"STORM, UNKNOWN",4,4,1,0,3
NJ011081,Atlantic City at Texas,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,1,0,0,1
NJ011082,Atlantic City at Michigan,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,STORM,1,1,0,0,1
NJ011084,Atlantic City at North Carolina,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,2,2,1,0,1
NJ011085,Atlantic City at Bartram,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,3,3,1,0,2
NJ011089,Ventnor City at New Haven,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,4,4,1,0,3
NJ011094,Longport Borough at 26th Ave,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
NJ011095,Margate City at Osborne,NJ,ATLANTIC,ELEVATED BACTERIA,ENTEROCOCCI,UNKNOWN,1,1,0,0,1
NJ011096,Ventnor City at Washington,NJ,ATLANTIC,"ELEVATED BACTERIA, POLICY","ENTEROCOCCI, PREEMPTORY ACTION","UNKNOWN, OTHER",3,3,1,0,2
